시군구명,시설종류,시설명,장기요양지정기관 여부,도로명 주소,지번 주소,전화번호,FAX번호,우편번호,입소정원,입소현원-계,입소현원-남자,입소현원-여자,입소현원-등급내(시설급여1~5급),입소현원-등급외,입소현원-기초수급자,입소현원-기초수급자외,종사자정원,종사자현원-계,종사자현원-남자,종사자현원-여자,종사자현원-정규직,종사자현원-비정규직,설치일자,설치주체-지자체,설치주체-민간,운영주체-구분,운영주체-법인(단체)명,영리/비영리,비고,WGS84위도,WGS84경도
시흥시,노인요양시설(개정법),e-쉴만한물가 요양원,지정,경기도 시흥시 함송로 24,경기도 시흥시 정왕동 1882-4번지,031-432-3886,031-504-3396,15020,18,18,5,13,18,0,2,16,13,16,2,14,3,13,2015-04-30,,개인,개인,,영리,,37.36322125,126.7301921
시흥시,노인요양시설(개정법),가람요양원,지정,경기도 시흥시 진말로3번길 16,경기도 시흥시 장곡동 812-2번지,031-317-6690,031-317-6686,15002,23,23,10,13,23,0,3,20,16,16,2,14,14,2,2014-11-03,,개인,개인,,영리,,37.37780258,126.7836107
시흥시,노인요양시설(개정법),경성노인전문요양원,지정,경기도 시흥시 연성로 95,경기도 시흥시 하상동 377-2번지,031-317-8093,031-317-8094,14977,24,24,0,24,23,1,0,24,16,16,2,14,14,2,2009-03-09,,개인,개인,,영리,,37.39088364,126.8140168
시흥시,노인요양시설(개정법),경인노인전문요양원,지정,경기도 시흥시 연성로 95,경기도 시흥시 하상동 377-2번지,031-317-8030,031-317-8036,14977,48,47,16,31,42,5,6,41,32,32,2,30,30,2,2008-09-22,,개인,개인,,영리,,37.39088364,126.8140168
시흥시,노인요양시설(개정법),글라라의 집,지정,경기도 시흥시 동서로1051번안길 14,경기도 시흥시 조남동 174-27번지,031-484-7407,031-484-7408,14984,50,50,0,50,47,3,27,23,35,35,2,33,30,5,2005-03-18,,그외법인,재단법인,(재)성프란치스꼬수녀회,비영리,,37.38319557,126.8568186
시흥시,노인요양공동생활가정,기쁜요양원,지정,경기도 시흥시 연성로29번길 19,경기도 시흥시 하중동 865-3번지,031-317-3166,031-317-3165,14976,9,9,4,5,9,0,4,5,6,6,1,5,6,0,2014-05-14,,개인,개인,,영리,,37.3921589,126.8059394
시흥시,노인요양시설(개정법),길손노인전문요양원,지정,경기도 시흥시 비둘기공원6길 13-1,경기도 시흥시 대야동 541-2번지,031-317-3966,031-316-3977,14912,24,24,4,20,23,1,7,17,17,17,1,16,16,1,2014-04-23,,개인,개인,,영리,,37.44215762,126.7914348
시흥시,노인요양시설(개정법),너싱홈꽃마루,지정,경기도 시흥시 군자로 474,경기도 시흥시 거모동 1728-6번지,031-508-1004,031-508-0045,15071,41,40,5,35,40,0,2,38,28,28,5,23,27,1,2013-02-14,,개인,개인,,영리,,37.34708622,126.7831583
시흥시,노인요양시설(개정법),너싱홈혜인요양원,지정,,경기도 시흥시 거모동 1656-5번지 동하시티타워아파트,031-492-8899,031-492-8893,15069,25,25,5,20,20,5,5,20,16,16,0,16,14,2,2012-11-28,,개인,개인,,영리,,37.34097904,126.7840789
시흥시,노인요양공동생활가정,다솜요양원,지정,경기도 시흥시 하중로 177,경기도 시흥시 하중동 851-3번지,031-317-0109,031-404-0109,14976,9,9,1,8,9,0,1,8,6,6,0,6,6,0,2013-05-10,,개인,개인,,영리,,37.3953891,126.8032997
시흥시,노인요양시설(개정법),대야실버요양원,지정,경기도 시흥시 대은로103번길 7,경기도 시흥시 대야동 581-2번지,031-313-5588,031-313-5509,14915,27,27,5,22,27,0,2,25,18,18,3,15,17,1,2013-07-12,,개인,개인,,영리,,37.4461525,126.7985204
시흥시,노인요양시설(개정법),대야요양원,지정,경기도 시흥시 복지로 90,경기도 시흥시 대야동 568-1번지,031-509-7371,031-509-7372,14908,25,24,4,20,23,1,4,20,17,17,1,16,15,2,2017-07-01,,개인,개인,,영리,,37.44690629,126.7916587
시흥시,노인요양공동생활가정,대야제일요양원,지정,경기도 시흥시 은행로 164,경기도 시흥시 대야동 580-3번지,031-313-9600,031-315-9601,14915,9,6,2,4,6,0,2,4,6,6,1,5,5,1,2018-03-01,,개인,개인,,영리,,37.44557672,126.7990192
시흥시,노인요양공동생활가정,무지개요양원1,지정,경기도 시흥시 비둘기공원6길 19,경기도 시흥시 대야동 541-19번지,031-316-2468,031-316-2469,14912,9,8,0,8,7,1,1,7,6,6,1,5,6,0,2017-11-01,,개인,개인,,영리,,37.44190459,126.7910174
시흥시,노인요양공동생활가정,무지개요양원2,지정,경기도 시흥시 비둘기공원6길 19,경기도 시흥시 대야동 541-19번지,031-316-2468,031-316-2469,14912,9,6,4,2,5,1,1,5,6,6,0,6,6,0,2017-11-01,,개인,개인,,영리,,37.44190459,126.7910174
시흥시,노인요양공동생활가정,미소요양원,지정,경기도 시흥시 월곶중앙로14번길 86-1,경기도 시흥시 월곶동 991-11번지,031-318-6819,031-317-8551,14968,9,9,0,9,9,0,1,8,7,7,0,7,4,3,2015-08-25,,개인,개인,,영리,,37.39346423,126.7404155
시흥시,노인요양공동생활가정,백향목동산요양원,지정,경기도 시흥시 황고개로293번길 10,경기도 시흥시 군자동 536-7번지,031-431-3700,031-431-3766,15000,9,9,1,8,8,1,1,8,7,7,1,6,6,1,2014-05-27,,개인,개인,,영리,,37.35802885,126.7854968
시흥시,노인요양시설(개정법),베다니마을노인전문요양원,지정,경기도 시흥시 수인로3465번길 21,경기도 시흥시 신천동 586-40번지,031-314-6962,031-313-4725,14958,44,44,23,21,43,1,13,31,27,28,4,24,27,1,2013-10-04,,개인,개인,,영리,,37.44137832,126.774521
시흥시,노인요양시설(개정법),보금자리요양원,지정,경기도 시흥시 시흥대로1074번길 5,경기도 시흥시 은행동 288-1번지,031-404-7286,031-404-7287,14921,24,21,2,19,21,0,1,20,15,15,1,14,14,1,2016-08-05,,개인,개인,,영리,,37.43193526,126.7936894
시흥시,노인요양공동생활가정,보살핌실버홈,지정,경기도 시흥시 신천로44번안길 23,경기도 시흥시 신천동 773번지,031-435-0355,031-435-0356,14950,9,6,2,4,6,0,0,6,6,6,0,6,6,0,2014-08-01,,개인,개인,,영리,,37.43757307,126.7873008
시흥시,노인요양공동생활가정,보살핌요양센터,지정,경기도 시흥시 신천로44번안길 23,경기도 시흥시 신천동 773번지,031-435-0220,031-435-0356,14950,9,9,2,7,8,1,2,7,6,6,0,6,6,0,2014-08-01,,개인,개인,,영리,,37.43757307,126.7873008
시흥시,노인요양공동생활가정,부모사랑공동생활가정,지정,경기도 시흥시 하중로 177,경기도 시흥시 하중동 851-3번지,031-318-1271,031-318-9901,14976,9,9,2,7,9,0,0,9,6,6,0,6,6,0,2013-04-01,,개인,개인,,영리,,37.3953891,126.8032997
시흥시,노인요양시설(개정법),부활사랑요양원,지정,경기도 시흥시 두문로 6,경기도 시흥시 신천동 892-5번지,031-312-2570,031-314-6752,14951,29,27,8,19,26,1,3,24,18,18,5,13,17,1,2007-05-16,,개인,개인,,영리,,37.42957093,126.7916058
시흥시,노인요양공동생활가정,사랑가득요양원,지정,경기도 시흥시 은행로 164,경기도 시흥시 대야동 580-3번지,031-317-2209,031-317-2207,14915,9,8,2,6,7,1,0,8,6,7,1,6,5,2,2017-11-16,,개인,개인,,영리,,37.44557672,126.7990192
시흥시,노인요양시설(개정법),사랑나무요양원,지정,,경기도 시흥시 신천동 774번지 우명프라자,031-311-9119,031-311-9339,14950,29,6,2,4,6,0,0,6,8,8,0,8,8,0,2017-12-29,,개인,개인,,영리,,37.43813325,126.788158
시흥시,노인요양공동생활가정,사랑요양원1,지정,경기도 시흥시 비둘기공원7길 48,경기도 시흥시 대야동 541-20번지,031-404-0013,031-404-0012,14912,9,9,0,9,9,0,2,7,6,6,0,6,6,0,2012-07-06,,그외법인,사단법인,더불어사는사회,비영리,,37.44182391,126.7912436
시흥시,노인요양공동생활가정,사랑요양원2,지정,경기도 시흥시 비둘기공원7길 48,경기도 시흥시 대야동 541-20번지,031-404-0120,0505-300-0120,14912,9,7,4,3,7,0,1,6,6,6,0,6,6,0,2012-07-06,,그외법인,사단법인,더불어사는사회,비영리,,37.44182391,126.7912436
시흥시,노인요양시설(개정법),새소망요양원,지정,경기도 시흥시 비둘기공원6길 13-1,경기도 시흥시 대야동 541-2번지,031-318-9988,031-318-7373,14912,24,22,5,17,22,0,4,18,17,17,4,13,17,0,2016-06-03,,개인,개인,,영리,,37.44215762,126.7914348
시흥시,노인요양공동생활가정,새희망요양원,지정,경기도 시흥시 수인로3077번길 63,경기도 시흥시 안현동 304번지,031-311-1015,070-7793-1015,14937,9,2,0,2,1,1,0,2,4,4,1,3,4,0,2017-08-21,,개인,개인,,영리,,37.42546594,126.8094901
시흥시,노인요양공동생활가정,서진요양원,지정,경기도 시흥시 비둘기공원7길 33,경기도 시흥시 대야동 543-1번지,031-498-2224,031-498-2225,14912,9,9,3,6,9,0,2,7,5,5,0,5,4,1,2015-12-01,,개인,개인,,영리,,37.44309703,126.7927656
시흥시,노인요양시설(개정법),소나무요양원,지정,경기도 시흥시 중심상가로 312,경기도 시흥시 정왕동 1782-1번지,031-319-1668,031-317-1698,15062,24,23,8,15,23,0,5,18,16,17,2,15,16,1,2017-03-01,,개인,개인,,영리,,37.33741743,126.7468622
시흥시,노인요양시설(개정법),스마일 요양원,지정,경기도 시흥시 비둘기공원로 8,경기도 시흥시 대야동 532-6번지,031-312-0565,031-312-0535,14912,23,23,6,17,23,0,4,19,16,16,1,15,14,2,2016-11-01,,개인,개인,,영리,,37.44399376,126.7903787
시흥시,노인요양시설(개정법),시화실버타운요양원,지정,경기도 시흥시 서촌상가4길 20,경기도 시흥시 정왕동 1730-4번지,031-499-5305,031-499-2226,15036,95,83,14,69,83,0,18,65,58,58,5,53,57,1,2011-03-31,,개인,개인,,영리,,37.34583491,126.7315867
시흥시,노인요양시설(개정법),시흥실버케어센터,지정,경기도 시흥시 시청로 74,경기도 시흥시 장현동 538-3번지,031-404-2577,031-318-9973,14998,29,28,8,20,28,0,2,26,17,19,1,18,7,12,2008-11-25,,개인,개인,,영리,,37.38088547,126.7995444
시흥시,노인요양공동생활가정,시흥은혜요양원,지정,경기도 시흥시 은행로149번길 18,경기도 시흥시 은행동 537-2번지,031-311-3906,031-314-3906,14917,9,9,3,6,9,0,4,5,9,7,1,6,5,2,2016-08-01,,개인,개인,,영리,,37.44390761,126.7977129
시흥시,노인요양공동생활가정,신사랑요양원1호점,지정,경기도 시흥시 뱀내장터로 15,경기도 시흥시 대야동 499-13번지,031-311-0343,031-311-0514,14909,9,9,4,5,9,0,2,7,6,6,0,6,6,2,2016-12-09,,개인,개인,,영리,,37.44213045,126.7863837
시흥시,노인요양공동생활가정,신사랑요양원2호점,지정,경기도 시흥시 뱀내장터로 15,경기도 시흥시 대야동 499-13번지,031-311-0343,031-311-0514,14909,9,8,3,5,8,0,1,7,6,6,0,6,6,0,2016-12-09,,개인,개인,,영리,,37.44213045,126.7863837
시흥시,노인요양시설(개정법),실로암노인요양원,지정,경기도 시흥시 비둘기공원7길 46,경기도 시흥시 대야동 541-3번지,031-318-7775,031-315-8875,14912,38,36,11,25,36,0,2,34,25,25,2,23,25,0,2014-09-22,,개인,개인,,영리,,37.44207693,126.791661
시흥시,노인요양시설(개정법),아름다운실버홈,지정,경기도 시흥시 비둘기공원7길 33,경기도 시흥시 대야동 543-1번지,031-311-3050,031-311-3056,14912,13,12,2,10,12,0,3,9,9,9,1,8,9,0,2008-11-19,,개인,개인,,영리,,37.44309703,126.7927656
시흥시,노인요양시설(개정법),아리샘요양원,지정,경기도 시흥시 수인로2431번길 57,경기도 시흥시 논곡동 229-1번지,031-485-7633,031-402-3235,14982,14,14,0,14,13,1,2,12,12,12,3,9,10,2,2015-12-01,,개인,개인,,영리,,37.39258154,126.8547677
시흥시,노인요양시설(개정법),아이러브요양원,지정,경기도 시흥시 중심상가1길 14,경기도 시흥시 정왕동 1745-3번지,031-319-4646,031-319-7227,15066,48,48,12,36,47,1,10,38,33,33,2,31,31,2,2014-06-27,,개인,개인,,영리,,37.34328312,126.7346993
시흥시,노인요양시설(개정법),에스유실버홈,지정,경기도 시흥시 비둘기공원로 8,경기도 시흥시 대야동 532-6번지,031-434-2226,031-319-9215,14912,23,21,5,16,20,1,1,20,14,16,3,13,14,2,2015-08-01,,그외법인,주식회사,주식회사에스유사회복지지주,영리,,37.44399376,126.7903787
시흥시,노인요양시설(개정법),연꽃마을요양원,지정,경기도 시흥시 연성로29번길 19,경기도 시흥시 하중동 865-3번지,031-313-7806,031-313-7807,14976,17,15,2,13,15,0,1,14,11,11,2,9,10,1,2013-03-26,,개인,개인,,영리,,37.3921589,126.8059394
시흥시,노인요양공동생활가정,예담요양원,지정,경기도 시흥시 대은로 80,경기도 시흥시 은행동 536-3번지,031-314-4330,031-312-4330,14917,9,9,0,9,9,0,1,8,5,5,1,4,5,0,2013-06-10,,개인,개인,,영리,,37.44415926,126.7973506
시흥시,노인요양시설(개정법),예사랑노인요양원,지정,경기도 시흥시 장곡로 74,경기도 시흥시 장곡동 802-2번지,031-435-0688,031-624-0687,15002,29,29,4,25,29,0,3,26,17,20,2,18,19,1,2010-03-10,,개인,개인,,영리,,37.37968908,126.7806019
시흥시,노인요양시설(개정법),예수사랑요양원,지정,경기도 시흥시 월곶중앙로 53,경기도 시흥시 월곶동 1015-1번지,031-317-2068,031-317-0909,14963,23,23,8,15,23,0,8,15,16,16,2,14,16,0,2016-09-29,,개인,개인,,영리,,37.38819074,126.7392482
시흥시,노인요양공동생활가정,오이도요양원,지정,경기도 시흥시 오이도7길 16,경기도 시흥시 정왕동 2029-2번지,031-433-6489,031-434-4687,15015,6,6,0,6,6,0,1,5,4,5,0,5,5,0,2016-07-15,,개인,개인,,영리,,37.3432216,126.6878095
시흥시,노인요양공동생활가정,은빛마을 실버 홈,지정,경기도 시흥시 하중로 177,경기도 시흥시 하중동 851-3번지,031-318-9906,031-318-9930,14976,9,8,2,6,8,0,0,8,7,7,1,6,7,0,2009-02-27,,개인,개인,,영리,,37.3953891,126.8032997
시흥시,노인요양공동생활가정,은혜노인공동생활센터,지정,경기도 시흥시 대야로 42,경기도 시흥시 대야동 454-3번지,031-312-5886,031-312-2301,14905,9,5,1,4,5,0,0,5,6,6,1,5,5,1,2010-08-03,,개인,개인,,영리,,37.44690451,126.7906643
시흥시,노인요양시설(개정법),이화실버케어,지정,경기도 시흥시 비둘기공원로 8,경기도 시흥시 대야동 532-6번지,031-504-5551,031-504-5554,14912,61,55,12,43,53,2,7,48,38,38,5,33,35,3,2001-04-12,,개인,개인,,영리,,37.44399376,126.7903787
시흥시,노인요양시설(개정법),임마누엘요양원,지정,경기도 시흥시 하중로136번길 14,경기도 시흥시 하중동 830-4번지,031-317-3694,031-317-3894,14975,29,27,4,23,27,0,4,23,18,18,1,17,17,1,2011-01-26,,개인,개인,,영리,,37.39907665,126.7994388
시흥시,노인요양시설(개정법),정겨운요양원,지정,경기도 시흥시 수인로3395번길 2,경기도 시흥시 신천동 744-6번지,031-435-2411,031-435-2455,14948,36,35,9,26,34,1,8,27,24,24,3,21,23,1,2012-08-01,,개인,개인,,영리,,37.44126534,126.7814369
시흥시,노인요양시설(개정법),제일요양원,지정,,경기도 시흥시 신천동 774번지 우명프라자,031-311-6116,031-311-9191,14950,28,0,0,0,0,0,0,0,5,1,1,0,1,0,2017-12-29,,개인,개인,,영리,,37.43813325,126.788158
시흥시,노인요양공동생활가정,참사랑노인전문요양원,지정,경기도 시흥시 은행로173번길 15,경기도 시흥시 대야동 572-1번지,031-315-3883,031-315-1877,14914,9,9,4,5,9,0,1,8,8,8,1,7,6,2,2016-12-01,,개인,개인,,영리,,37.44493325,126.7968512
시흥시,노인요양공동생활가정,참사랑플러스요양원,지정,경기도 시흥시 은행로173번길 15,경기도 시흥시 대야동 572-1번지,031-315-3883,031-315-1877,14914,9,9,0,9,8,1,0,9,9,9,2,7,7,2,2016-12-01,,개인,개인,,영리,,37.44493325,126.7968512
시흥시,노인요양공동생활가정,참조은요양원,지정,경기도 시흥시 하중로 201-1,경기도 시흥시 하중동 857-2번지,031-313-2436,031-315-2434,14976,8,6,2,4,6,0,0,6,5,5,0,5,5,0,2017-11-01,,개인,개인,,영리,,37.39363531,126.8051903
시흥시,노인요양공동생활가정,천사요양원1호점,지정,경기도 시흥시 대은로 80,경기도 시흥시 은행동 536-3번지,031-314-3357,031-313-0912,14917,9,9,5,4,9,0,2,7,7,7,1,6,6,1,2014-08-29,,개인,개인,,영리,,37.44415926,126.7973506
시흥시,노인요양공동생활가정,천사요양원2호점,지정,경기도 시흥시 대은로 80,경기도 시흥시 은행동 536-3번지,031-312-0104,031-311-0912,14917,9,8,0,8,8,0,0,8,7,7,1,6,7,0,2014-08-27,,개인,개인,,영리,,37.44415926,126.7973506
시흥시,노인요양시설(개정법),하늘빛요양원,지정,경기도 시흥시 대은로103번길 7,경기도 시흥시 대야동 581-2번지,031-313-2280,031-313-2281,14915,23,23,4,19,23,0,7,16,13,16,1,15,15,1,2017-07-01,,개인,개인,,영리,,37.4461525,126.7985204
시흥시,노인요양공동생활가정,하늘사랑 은행점-휴업 중,지정,경기도 시흥시 은행로 164,경기도 시흥시 대야동 580-3번지,031-317-2068,031-317-6251,14915,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-09-08,,개인,개인,,영리,,37.44557672,126.7990192
시흥시,노인요양시설(개정법),하모니요양원,지정,경기도 시흥시 장현능곡로 178,경기도 시흥시 능곡동 719번지,031-435-1255,070-8677-0815,14995,34,34,7,27,33,1,3,31,25,25,5,20,23,2,2012-12-27,,개인,개인,,영리,,37.36949599,126.8098822
시흥시,노인요양공동생활가정,한마음요양원1호점,지정,경기도 시흥시 뱀내장터로 15,경기도 시흥시 대야동 499-13번지,031-318-4967,031-318-4966,14909,9,7,0,7,7,0,0,7,6,6,1,5,6,0,2016-12-09,,개인,개인,,영리,,37.44213045,126.7863837
시흥시,노인요양공동생활가정,한마음요양원2호점,지정,경기도 시흥시 뱀내장터로 15,경기도 시흥시 대야동 499-13번지,031-318-4967,031-318-4966,14909,9,7,1,6,7,0,0,7,6,6,0,6,6,0,2016-12-09,,개인,개인,,영리,,37.44213045,126.7863837
시흥시,노인요양공동생활가정,한사랑요양원-영업정지,지정,경기도 시흥시 은행로 151,경기도 시흥시 은행동 530-2번지,031-312-0911,031-312-0922,14917,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-01,,개인,개인,,영리,,37.44443269,126.7991579
시흥시,노인요양시설(개정법),해누리요양원,지정,경기도 시흥시 은행로173번길 17,경기도 시흥시 대야동 572-3번지,031-316-1258,031-316-1278,14914,24,23,2,21,23,0,3,20,17,17,2,15,15,2,2016-04-01,,개인,개인,,영리,,37.44470791,126.7967953
시흥시,노인요양공동생활가정,행복한요양원,지정,경기도 시흥시 연성로13번길 5-4,경기도 시흥시 하중동 877-1번지,031-318-0607,031-318-0608,14976,9,9,1,8,9,0,1,8,6,6,0,6,6,0,2014-05-14,,개인,개인,,영리,,37.39119148,126.8039432
시흥시,노인요양시설(개정법),효담요양원,지정,경기도 시흥시 월곶중앙로30번안길 2,경기도 시흥시 월곶동 996-7번지,031-317-0005,031-317-0009,14966,25,25,4,21,25,0,4,21,16,16,1,15,15,1,2016-04-15,,개인,개인,,영리,,37.38932474,126.7427448
시흥시,노인요양시설(개정법),효사랑노인요양원,지정,경기도 시흥시 은행로 165,경기도 시흥시 대야동 578-1번지,031-316-7117,031-316-7120,14914,44,39,14,25,39,0,5,34,25,25,2,23,23,2,2015-01-13,,개인,개인,,영리,,37.44549448,126.7983527
시흥시,노인요양시설(개정법),효사랑노인요양원2호점,지정,경기도 시흥시 은행로 165,경기도 시흥시 대야동 578-1번지,031-316-7114,031-317-7115,14914,22,20,7,13,19,1,0,20,15,15,2,13,14,1,2017-08-01,,개인,개인,,영리,,37.44549448,126.7983527
시흥시,노인요양공동생활가정,효행노인요양원,지정,경기도 시흥시 비둘기공원1길 25,경기도 시흥시 대야동 541-15번지,031-316-5721,031-316-5722,14912,9,8,2,6,8,0,1,7,8,8,2,6,7,1,2018-02-01,,개인,개인,,영리,,37.44138242,126.7912449
시흥시,노인요양시설(개정법),희망노인전문요양원,지정,경기도 시흥시 은행로173번길 17,경기도 시흥시 대야동 572-3번지,031-404-3986,031-404-3987,14914,26,25,3,22,25,0,0,25,20,20,2,18,17,3,2012-09-14,,개인,개인,,영리,,37.44470791,126.7967953
안산시 ,노인요양시설(개정법),(주)다리피 가은요양원,지정,경기도 안산시 단원구 원포공원로 54,경기도 안산시 단원구 초지동 742번지,031-482-1118,031-403-1277,15455,91,90,21,69,65,25,6,84,59,59,2,57,11,48,2013-04-09,,그외법인,주식회사,주식회사 다리피,영리,,37.3032261,126.8098261
안산시 ,노인요양시설(개정법),A-시청앞전문요양원,지정,경기도 안산시 단원구 고잔로 102,경기도 안산시 단원구 고잔동 539-1번지,031-483-6633,031-483-6611,15361,48,73,16,57,72,1,12,61,32,32,0,32,6,26,2013-10-23,,개인,개인,,영리,,37.31867557,126.8375731
안산시 ,노인요양공동생활가정,e-행복한요양원1,지정,경기도 안산시 단원구 와동로 28,경기도 안산시 단원구 와동 679-12번지,031-484-0070,031-486-7736,15265,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-01,,개인,개인,,영리,,37.33295228,126.8282102
안산시 ,노인요양공동생활가정,e-행복한요양원2,지정,경기도 안산시 단원구 와동로 28,경기도 안산시 단원구 와동 679-12번지,031-484-0070,031-486-7736,15265,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-01,,개인,개인,,영리,,37.33295228,126.8282102
안산시 ,노인요양시설(개정법),가정애요양원,지정,경기도 안산시 단원구 사세충열로 98,경기도 안산시 단원구 와동 129-1번지,031-417-8417,031-417-8461,15255,23,20,6,14,20,0,7,13,16,16,1,15,4,12,2017-11-01,,개인,개인,,영리,,37.34247929,126.8304338
안산시 ,노인요양시설(개정법),늘푸른 요양센터,지정,경기도 안산시 단원구 와동1로 11,경기도 안산시 단원구 와동 733-1번지,031-405-5114,031-405-5110,15268,72,65,15,50,65,0,8,57,44,44,4,40,6,38,2015-12-29,,개인,개인,,영리,,37.33417028,126.8232763
안산시 ,노인요양공동생활가정,단원실버공동생활가정,지정,경기도 안산시 단원구 원포공원1로 60,경기도 안산시 단원구 초지동 742-3번지,031-410-2267,031-411-9974,15455,9,8,3,5,8,0,6,2,8,8,4,4,2,6,2015-11-01,,개인,개인,,영리,,37.30314754,126.8113828
안산시 ,노인요양시설(개정법),단원실버요양원,지정,경기도 안산시 단원구 원포공원1로 60,경기도 안산시 단원구 초지동 742-3번지,031-411-9964,031-403-0539,15455,23,22,3,19,22,0,6,16,15,15,1,14,4,11,2017-10-10,,개인,개인,,영리,,37.30314754,126.8113828
안산시 ,노인요양시설(개정법),단원요양원,지정,경기도 안산시 단원구 원포공원1로 49,경기도 안산시 단원구 초지동 743-4번지,031-402-7995,031-410-7995,15455,29,27,3,24,27,0,6,21,21,21,1,20,5,16,2010-03-01,,개인,개인,,영리,,37.30236464,126.8119939
안산시 ,노인요양공동생활가정,대한노인요양원,지정,경기도 안산시 단원구 초지로 90,경기도 안산시 단원구 초지동 735-4번지,031-484-2119,031-482-2118,15448,8,9,0,9,9,0,2,7,5,5,1,4,2,3,2015-09-02,,개인,개인,,영리,,37.3068116,126.8150733
안산시 ,노인요양시설(개정법),동백요양원,지정,경기도 안산시 단원구 원포공원1로 30,경기도 안산시 단원구 초지동 745번지,031-403-8832,031-403-8834,15457,40,38,5,33,38,0,9,29,26,26,0,26,4,22,2016-04-15,,개인,개인,,영리,,37.30103318,126.8132717
안산시 ,노인요양시설(개정법),마추미실버케어,지정,경기도 안산시 단원구 뻐꾹산길 17,경기도 안산시 단원구 대부북동 749-1번지,032-884-6600,032-884-6699,15645,49,41,7,34,26,15,11,30,31,31,0,31,6,25,2014-10-01,,개인,개인,,영리,,37.25070027,126.5769354
안산시 ,노인요양시설(개정법),맑은샘요양원,지정,경기도 안산시 단원구 원포공원1로 70,경기도 안산시 단원구 초지동 742-1번지,031-413-1155,031-413-1900,15455,13,12,4,8,11,1,2,10,10,10,2,8,3,7,2017-04-11,,개인,개인,,영리,,37.30319994,126.8103563
안산시 ,노인요양시설(개정법),미소요양원,지정,경기도 안산시 단원구 화정천서로6길 12,경기도 안산시 단원구 선부동 1104-12번지,031-413-3887,031-411-3887,15214,21,16,3,13,16,0,1,15,12,12,0,12,3,9,2016-09-01,,개인,개인,,영리,,37.3466125,126.8169153
안산시 ,노인요양시설(개정법),방주요양원1,지정,경기도 안산시 단원구 원포공원1로 64,경기도 안산시 단원구 초지동 742-2번지,031-401-8854,031-401-9971,15455,20,4,1,3,4,0,3,1,14,14,1,13,3,11,2009-12-09,,개인,개인,,영리,,37.30317371,126.8108526
안산시 ,노인요양시설(개정법),방주요양원1,지정,경기도 안산시 단원구 원포공원1로 64,경기도 안산시 단원구 초지동 742-2번지,031-401-8854,031-401-9971,15455,20,4,1,3,4,0,3,1,14,14,1,13,3,11,2009-12-09,,개인,개인,,영리,,37.30317371,126.8108526
안산시 ,노인요양시설(개정법),벧엘실버,지정,경기도 안산시 단원구 공마루길 15,경기도 안산시 단원구 대부동동 1645-2번지,032-881-2031,032-881-2032,15644,49,47,19,28,47,0,3,44,33,33,2,31,5,28,2016-01-22,,개인,개인,,영리,,37.23965284,126.5894056
안산시 ,노인요양시설(개정법),빛나노인전문요양원,지정,경기도 안산시 단원구 원포공원1로 19,경기도 안산시 단원구 초지동 744-5번지,031-483-1119,031-483-1114,15457,39,34,12,22,30,4,11,23,27,27,5,22,7,20,2014-05-23,,개인,개인,,영리,,37.30031093,126.8123825
안산시 ,노인요양공동생활가정,사랑의보금자리,지정,경기도 안산시 단원구 광덕2로 186-7,경기도 안산시 단원구 고잔동 773-7번지,070-8805-0073,031-405-3933,15477,9,2,0,2,2,0,2,0,6,6,0,6,3,3,2011-08-11,,그외법인,주식회사,주식회사)사랑복지원,영리,,37.30880931,126.8311876
안산시 ,노인요양시설(개정법),사랑의요양원,지정,경기도 안산시 단원구 광덕동로 81,경기도 안산시 단원구 고잔동 768-3번지,031-414-4575,031-439-4575,15470,19,15,4,11,15,0,1,14,13,13,0,13,3,10,2018-02-01,,개인,개인,,영리,,37.31158618,126.832377
안산시 ,노인요양공동생활가정,상록실버요양원,지정,경기도 안산시 단원구 중앙대로 895,경기도 안산시 단원구 고잔동 537-6번지,031-410-2142,031-415-2148,15360,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-01-12,,개인,개인,,영리,,37.31711431,126.835794
안산시 ,노인요양시설(개정법),상록실버요양원2,지정,경기도 안산시 단원구 중앙대로 895,경기도 안산시 단원구 고잔동 537-6번지,031-415-2142,031-415-2148,15360,27,27,7,20,27,0,5,22,19,19,1,18,4,15,2013-08-01,,개인,개인,,영리,,37.31711431,126.835794
안산시 ,노인요양시설(개정법),성신노인전문요양원,지정,경기도 안산시 단원구 원포공원1로 49,경기도 안산시 단원구 초지동 743-4번지,031-410-7776,031-410-7701,15455,22,21,8,13,19,2,2,19,15,15,0,15,4,11,2017-03-09,,개인,개인,,영리,,37.30236464,126.8119939
안산시 ,노인요양공동생활가정,소망의 집,지정,경기도 안산시 단원구 비룰길 82-16,경기도 안산시 단원구 대부남동 458-11번지,032-886-0201,032-886-0901,15649,9,7,0,7,7,0,0,7,6,6,0,6,2,4,2008-07-15,,개인,개인,,영리,,37.22534463,126.5817654
안산시 ,노인요양시설(개정법),수산나요양원,지정,경기도 안산시 단원구 원포공원1로 67,경기도 안산시 단원구 초지동 743-1번지,031-410-2339,031-411-2339,15455,43,41,6,35,40,1,9,32,29,29,0,29,5,24,2014-07-31,,개인,개인,,영리,,37.30245204,126.8103243
