시군명,시설명,이용회원수,도로명 주소,지번 주소,우편번호,전화번호,설치일자,관할기관명,관할담당부서명,관할연락처,비고,WGS84위도,WGS84경도
용인시,공세1통경로당,25,경기도 용인시 기흥구 한일로9번길 9,경기도 용인시 기흥구 공세동 388-23번지,17099,031-274-4935,1994-10-27,기흥동주민센터,기흥동주민센터,031-324-6850,,37.24290961,127.1026352
용인시,공세2통경로당,46,경기도 용인시 기흥구 공세로90번길 10,경기도 용인시 기흥구 공세동 281-9번지,17085,031-286-4977,1989-03-01,기흥동주민센터,기흥동주민센터,031-324-6850,,37.23313664,127.1092709
용인시,공영경로당,24,경기도 용인시 처인구 금학로277번길 2,경기도 용인시 처인구 역북동 454-50번지 광남맨션 B01호,17046,031-321-7711,2001-12-11,역삼동주민센터,역삼동주민센터,031-324-5930,,37.23796701,127.194543
용인시,관곡경로당,32,,경기도 용인시 처인구 역북동 336-18번지,17020,031-335-3015,1985-04-22,역삼동주민센터,역삼동주민센터,031-324-5930,,37.24068735,127.1835729
용인시,관골경로당,26,경기도 용인시 기흥구 신구로22번길 7-24,경기도 용인시 기흥구 구갈동 409-7번지,16970,031-283-6152,2002-01-25,구갈동주민센터,구갈동주민센터,031-324-6637,,37.27526788,127.1103224
용인시,광교경남아너스빌 경로당,30,,경기도 용인시 수지구 상현동 1115번지 광교경남아너스빌,16944,,2012-05-23,상현1동주민센터,상현1동주민센터,031-324-8731,,37.29750951,127.0670787
용인시,광교산 한양수자인더킨포크 경로당,30,,경기도 용인시 수지구 신봉동 1024번지 광교산한양수자인더킨포크,16803,,2017-12-19,신봉동주민센터,신봉동주민센터,031-324-8651,,37.33506026,127.0566391
용인시,광교산자이(아)경로당,20,,경기도 용인시 수지구 신봉동 960번지 광교산자이,16811,031-265-3810,2016-12-16,신봉동주민센터,신봉동주민센터,031-324-8651,,37.32767353,127.070997
용인시,광교상록자이,22,,경기도 용인시 수지구 상현동 1134번지 광교상록자이아파트,16943,031-216-9407,2013-07-12,상현1동주민센터,상현1동주민센터,031-324-8731,,37.2969933,127.0717362
용인시,광교스타클래스1차경로당,20,,경기도 용인시 수지구 상현동 1107번지 광교마을광교웅진스타클래스1단지,16941,,2013-02-20,상현1동주민센터,상현1동주민센터,031-324-8731,,37.30070432,127.0737698
용인시,광교스타클래스2차경로당,21,,경기도 용인시 수지구 상현동 1108번지 광교마을46단지광교스타클래스,16941,,2013-02-28,상현1동주민센터,상현1동주민센터,031-324-8731,,37.30079327,127.0756648
용인시,광교휴먼시아41단지 경로당,25,,경기도 용인시 수지구 상현동 1135번지 광교마을휴먼시아41단지,16943,,2012-02-28,상현1동주민센터,상현1동주민센터,031-324-8731,,37.29595559,127.0743293
용인시,광도와이드빌경로당,24,,경기도 용인시 기흥구 청덕동 482-1번지 청덕마을광도와이드빌아파트,16984,031-309-3777,2004-01-27,구성동주민센터,구성동주민센터,031-324-6710,,37.28753985,127.1445765
용인시,교동경로당,20,경기도 용인시 처인구 양지면 교동로 17,경기도 용인시 처인구 양지면 양지리 464-1번지,17158,031-338-4301,1999-09-08,양지면사무소,양지면사무소,031-324-5850,,37.23593782,127.2854804
용인시,교동마을 동양파라곤(아) 경로당,32,,경기도 용인시 기흥구 마북동 641번지 동양파라곤아파트,16910,031-274-7028,2014-02-17,마북동주민센터,마북동주민센터,031-324-6722,,37.30220476,127.1235798
용인시,교동마을 현대홈타운 경로당,32,,경기도 용인시 기흥구 마북동 630번지 교동마을현대홈타운,16910,031-274-3070,2004-05-24,마북동주민센터,마북동주민센터,031-324-6722,,37.30037458,127.1246596
용인시,교동마을LG(아)경로당,31,,경기도 용인시 기흥구 마북동 617번지 교동마을엘지자이,16911,031-307-4309,2002-04-16,마북동주민센터,마북동주민센터,031-324-6722,,37.30421165,127.1259066
용인시,교동마을쌍용(아)경로당,30,,경기도 용인시 기흥구 마북동 621번지 교동마을쌍용아파트,16911,031-287-8208,2003-02-04,마북동주민센터,마북동주민센터,031-324-6722,,37.3030656,127.127574
용인시,교동여자경로당,20,경기도 용인시 처인구 양지면 교동로 17,경기도 용인시 처인구 양지면 양지리 464-1번지,17158,031-338-3401,2000-09-14,양지면사무소,양지면사무소,031-324-5850,,37.23593782,127.2854804
용인시,교동현대필그린(아)경로당,29,,경기도 용인시 기흥구 마북동 625번지 교동마을현대필그린아파트,16910,031-309-7758,2002-11-06,마북동주민센터,마북동주민센터,031-324-6722,,37.30298234,127.1209079
용인시,구갈3통경로당,28,경기도 용인시 기흥구 갈곡로12번길 1,경기도 용인시 기흥구 구갈동 598번지,16979,,2005-06-06,구갈동주민센터,구갈동주민센터,031-324-6637,,37.27268701,127.1322706
용인시,구갈풍림(아)경로당,22,,경기도 용인시 기흥구 구갈동 405-1번지 풍림아파트,16970,031-275-9211,1997-06-05,구갈동주민센터,구갈동주민센터,031-324-6637,,37.27568093,127.1118789
용인시,구백암경로당,25,경기도 용인시 처인구 백암면 덕평로154번길 20-1,경기도 용인시 처인구 백암면 가창리 408번지,17172,031-336-5573,2006-09-04,백암면사무소,백암면사무소,031-324-5800,,37.18278534,127.3767239
용인시,구성경로당,25,,경기도 용인시 기흥구 언남동 342-1번지,16917,031-283-3034,1981-10-01,구성동주민센터,구성동주민센터,031-324-6710,,37.29659622,127.1187437
용인시,구성자이3차아파트 경로당,24,,경기도 용인시 기흥구 마북동 638번지 교동마을구성자이3차,16910,031-286-9937,2011-07-14,마북동주민센터,마북동주민센터,031-324-6722,,37.30237159,127.1189331
용인시,구수동 경로당,49,,경기도 용인시 처인구 이동읍 천리 792-10번지,17129,031-334-8150,2005-06-09,이동읍사무소,이동읍사무소,031-324-5700,,37.19469662,127.2016307
용인시,굴암 경로당,25,경기도 용인시 처인구 이동읍 이원로433번길 5-6,경기도 용인시 처인구 이동읍 묵리 537번지,17132,031-334-4254,2005-06-21,이동읍사무소,이동읍사무소,031-324-5700,,37.17288929,127.2373235
용인시,그대가크레던스(아) 경로당,26,경기도 용인시 기흥구 어정로 62-28,경기도 용인시 기흥구 상하동 675번지 지석마을그대가크레던스 104동 1층,16994,,2014-11-03,상하동주민센터,상하동주민센터,031-324-6785,,37.26890742,127.1361311
용인시,극동스타클래스(아)경로당,40,,경기도 용인시 수지구 죽전동 1311번지 꽃메마을극동스타클래스아파트,16899,031-897-8929,2005-01-07,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.32248003,127.1213219
용인시,금강A경로당,20,,경기도 용인시 처인구 역북동 721-2번지 역북마을금강아파트,17057,031-337-2820,2002-01-16,역삼동주민센터,역삼동주민센터,031-324-5930,,37.23472068,127.1905455
용인시,금광베네스타아파트 경로당,35,,경기도 용인시 처인구 이동읍 천리 1134번지 한천마을금광베네스타아파트,17128,031-339-7385,2009-09-17,이동읍사무소,이동읍사무소,031-324-5700,,37.20027334,127.2073448
용인시,금어1리경로당,49,경기도 용인시 처인구 포곡읍 금어로 230,경기도 용인시 처인구 포곡읍 금어리 591-5번지,17030,031-321-4533,2005-06-14,포곡읍사무소,포곡읍사무소,031-324-5540,,37.26973735,127.239371
용인시,금어2리경로당,72,경기도 용인시 처인구 포곡읍 금어로 477,경기도 용인시 처인구 포곡읍 금어리 207-2번지,17030,031-338-9392,2005-06-04,포곡읍사무소,포곡읍사무소,031-324-5540,,37.28618079,127.2569013
용인시,금현 경로당,28,경기도 용인시 처인구 이동읍 시미곡로21번길 17-6,경기도 용인시 처인구 이동읍 덕성리 296-1번지,17130,031-321-9104,2005-06-19,이동읍사무소,이동읍사무소,031-324-5700,,37.16486857,127.209017
용인시,금화마을 주공4단지 경로당,40,,경기도 용인시 기흥구 상갈동 463번지 금화마을주공4단지아파트,17072,031-306-9080,2002-05-15,상갈동주민센터,상갈동주민센터,031-324-6655,,37.26254556,127.1101014
용인시,금화마을 주공6단지 경로당,20,,경기도 용인시 기흥구 상갈동 480번지 금화마을주공6단지아파트,17073,031-274-9199,2003-04-17,상갈동주민센터,상갈동주민센터,031-324-6655,,37.262577,127.1051074
용인시,금화마을주공3단지 경로당,33,,경기도 용인시 기흥구 상갈동 481번지 금화마을주공3단지아파트,17073,031-306-9030,2002-05-07,상갈동주민센터,상갈동주민센터,031-324-6655,,37.26234993,127.1071926
용인시,금화주공5단지 경로당,39,,경기도 용인시 기흥구 상갈동 454번지 금화마을주공5단지아파트,17072,031-287-0509,2002-06-04,상갈동주민센터,상갈동주민센터,031-324-6655,,37.26631899,127.1121586
용인시,기안당촌경로당,44,,경기도 용인시 처인구 백암면 백암리 291-1번지,17178,031-332-7649,1999-12-07,백암면사무소,백암면사무소,031-324-5800,,37.16550426,127.3793071
용인시,기흥더샵프라임뷰경로당,28,경기도 용인시 기흥구 구갈로 71-18,경기도 용인시 기흥구 신갈동 733번지 기흥더샵 프라임 뷰 경로당,16964,031-281-8912,2014-04-16,신갈동주민센터,신갈동주민센터,031-324-6611,,37.28173732,127.1102414
용인시,기흥데시앙경로당,21,,경기도 용인시 기흥구 영덕동 947번지 청현마을태영데시앙,17095,031-275-3797,2005-11-24,영덕동주민센터,영덕동주민센터,031-324-6819,,37.26551451,127.0938828
용인시,기흥벽산(아)경로당,28,,경기도 용인시 기흥구 공세동 663번지 불곡마을벽산블루밍,17084,031-309-0195,2005-12-13,기흥동주민센터,기흥동주민센터,031-324-6850,,37.23224593,127.1175183
용인시,기흥써니밸리아파트 경로당,21,,경기도 용인시 기흥구 고매동 883번지 기흥써니밸리아파트,17086,031-285-5534,2012-06-01,기흥동주민센터,기흥동주민센터,031-324-6850,,37.23090939,127.1111383
용인시,길업 경로당(호동길업새마을회),21,경기도 용인시 처인구 동부로464번길 7-8,경기도 용인시 처인구 호동 268-5번지,17141,031-333-3328,2010-06-29,동부동주민센터,동부동주민센터,031-324-5987,,37.20135702,127.2443502
용인시,길훈1차(아) 경로당,22,경기도 용인시 수지구 대지로 19,경기도 용인시 수지구 죽전동 454번지 수지1차길훈아파트,16872,031-305-9007,1999-05-27,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.32842656,127.1121582
용인시,김량장 22통경로당,34,,경기도 용인시 처인구 김량장동 193번지 라이프미성아파트,17044,031-336-4789,2009-12-30,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23960981,127.2036531
용인시,김량장 23통 경로당,20,경기도 용인시 처인구 중부대로1398번길 17-16,경기도 용인시 처인구 김량장동 378-6번지,17062,070-8180-0637,2013-03-07,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23093839,127.2003735
용인시,김량장10통경로당,31,경기도 용인시 처인구 금령로12번길 23-5,경기도 용인시 처인구 김량장동 330-7번지,17049,031-335-6377,2005-06-19,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23413858,127.1994578
용인시,김량장11통경로당,45,,경기도 용인시 처인구 김량장동 526번지 어울림아파트,17048,031-337-0067,2010-06-30,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23635936,127.1968829
용인시,김량장12통경로당,29,경기도 용인시 처인구 중부대로1353번길 6-11,경기도 용인시 처인구 김량장동 290-9번지 장미아트 102호,17048,031-339-7040,2007-03-12,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23538693,127.1964635
용인시,김량장13통경로당,33,경기도 용인시 처인구 금령로106번길 14-6,경기도 용인시 처인구 김량장동 78-15번지 롱하트2차맨션 101호,17051,031-335-4128,2005-06-22,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23444,127.207685
용인시,김량장14통경로당,21,경기도 용인시 처인구 금령로56번길 15,경기도 용인시 처인구 김량장동 341-14번지 유장빌라 102호,17051,031-321-4789,2005-06-15,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23341249,127.2025999
용인시,김량장15통경로당,25,경기도 용인시 처인구 중부대로1448번길 14-3,경기도 용인시 처인구 김량장동 310-18번지,17062,070-8969-7100,2011-01-17,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23199482,127.2043992
용인시,김량장16통 경로당,34,경기도 용인시 처인구 금학로349번길 33-10,경기도 용인시 처인구 김량장동 202-12번지,17044,031-328-6997,2005-12-28,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23968509,127.20176
용인시,김량장17통 남자경로당,21,,경기도 용인시 처인구 김량장동 4-2번지 현대아파트 107동 내,17063,031-338-6090,2005-06-18,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23005419,127.2115719
용인시,김량장17통 여자경로당,35,,경기도 용인시 처인구 김량장동 4-2번지 현대아파트,17063,031-338-5453,2006-08-01,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23005419,127.2115719
용인시,김량장18통경로당,36,,경기도 용인시 처인구 김량장동 502-1번지 주공아파트,17061,031-338-2520,2005-06-21,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23321586,127.19621
용인시,김량장19통경로당,27,,경기도 용인시 처인구 김량장동 502-2번지 삼환아파트,17061,031-321-5084,2005-06-22,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23315971,127.1974832
용인시,김량장1통경로당,30,경기도 용인시 처인구 금령로93번길 7-3,경기도 용인시 처인구 김량장동 133-183번지,17052,031-336-1592,2005-06-18,중앙동주민센터,중앙동주민센터,031-324-5891,,37.2361096,127.206123
용인시,김량장20통경로당,33,,경기도 용인시 처인구 김량장동 503-3번지 신우아파트,17061,031-322-7321,2005-06-23,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23227661,127.1975373
용인시,김량장21통경로당,39,경기도 용인시 처인구 중부대로 1348,경기도 용인시 처인구 김량장동 516번지 삼환나우빌아파트 110동 내,17061,031-336-8339,2008-04-29,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23357907,127.1944868
용인시,김량장24통경로당,20,,경기도 용인시 처인구 김량장동 525번지 한누리마을아파트,17061,,2010-05-18,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23336482,127.1932467
용인시,김량장3통경로당,31,경기도 용인시 처인구 중부대로1424번길 8,경기도 용인시 처인구 김량장동 351-10번지,17062,031-337-1798,2005-06-16,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23194446,127.2022129
용인시,김량장4통 경로당,20,경기도 용인시 처인구 백옥대로1081번길 6,경기도 용인시 처인구 김량장동 39-13번지,17063,031-332-2272,2008-05-20,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23210469,127.2086252
용인시,김량장5통 경로당,34,경기도 용인시 처인구 학산로 76,경기도 용인시 처인구 김량장동 154-20번지,17044,031-336-1595,2005-06-03,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23872124,127.2069077
용인시,김량장6통 경로당,36,경기도 용인시 처인구 금령로106번길 52,경기도 용인시 처인구 김량장동 310-1번지,17051,031-336-1762,2005-06-11,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23371541,127.2046291
용인시,김량장7통경로당,42,경기도 용인시 처인구 금학로357번길 18-11,경기도 용인시 처인구 김량장동 196-3번지,17044,031-335-2631,2005-06-21,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23882554,127.2038764
용인시,김량장8통 경로당,45,경기도 용인시 처인구 금령로27번길 16-5,경기도 용인시 처인구 김량장동 320-3번지 미림아파트 101호,17050,031-335-1223,2005-06-30,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23585969,127.1993721
용인시,김량장9통경로당,24,경기도 용인시 처인구 금학로399번길 8-3,경기도 용인시 처인구 김량장동 162-7번지 용문빌라 다동 101호,17044,031-336-9931,2005-06-19,중앙동주민센터,중앙동주민센터,031-324-5891,,37.23866459,127.2084064
용인시,남1통 경로당,33,경기도 용인시 처인구 명지로312번길 2,경기도 용인시 처인구 남동 16-5번지,17060,031-336-7610,2005-05-30,중앙동주민센터,중앙동주민센터,031-324-5891,,37.2268598,127.2091293
용인시,남2통(대촌)경로당,38,,경기도 용인시 처인구 남동 365번지,17059,031-336-9551,2005-05-26,중앙동주민센터,중앙동주민센터,031-324-5891,,37.21879869,127.2073159
용인시,남3통경로당,25,경기도 용인시 처인구 명지로157번길 7,경기도 용인시 처인구 남동 85번지,17060,031-321-1267,2005-06-19,중앙동주민센터,중앙동주민센터,031-324-5891,,37.22686037,127.1926218
용인시,남4통경로당,36,경기도 용인시 처인구 평옥로 17-4,경기도 용인시 처인구 남동 300-3번지,17146,031-335-5032,2005-06-24,중앙동주민센터,중앙동주민센터,031-324-5891,,37.22218813,127.2115953
용인시,남5통(신기)경로당,31,경기도 용인시 처인구 신기로 91,경기도 용인시 처인구 남동 485-3번지,17059,031-333-7947,2005-06-25,중앙동주민센터,중앙동주민센터,031-324-5891,,37.21718981,127.1996504
용인시,남곡3리경로당,32,경기도 용인시 처인구 양지면 은이로 172,경기도 용인시 처인구 양지면 남곡리 641번지,17161,,2014-01-22,양지면사무소,양지면사무소,031-324-5850,,37.21608617,127.2786466
용인시,남곡4리경로당,27,경기도 용인시 처인구 양지면 남곡로33번길 13-2,경기도 용인시 처인구 양지면 남곡리 148-4번지 센텀스몰시티 502동 101호,17161,031-322-0084,2014-07-25,양지면사무소,양지면사무소,031-324-5850,,37.23021748,127.2849745
용인시,남곡경로당,36,경기도 용인시 처인구 남사면 남산로6번길 8,경기도 용인시 처인구 남사면 아곡리 460-2번지,17120,031-332-1983,2001-07-05,남사면사무소,남사면사무소,031-324-5650,,37.14164173,127.1673209
용인시,남북동부녀회경로당,24,경기도 용인시 기흥구 마북로47번길 7,경기도 용인시 기흥구 마북동 317-1번지,16917,031-283-8992,1992-01-31,마북동주민센터,마북동주민센터,031-324-6722,,37.29576013,127.1168252
용인시,내기경로당,55,경기도 용인시 처인구 남사면 내기로 6,경기도 용인시 처인구 남사면 봉무리 651번지,17118,031-339-4677,2019-08-06,남사면사무소,남사면사무소,031-324-5650,,37.11365022,127.1505188
용인시,내대지마을 대우 푸르지오 경로당,38,,경기도 용인시 수지구 죽전동 1221번지 내대지마을푸르지오,16881,031-898-3275,2005-11-09,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.3303945,127.1266826
용인시,내대지마을 힐스테이트경로당,31,,경기도 용인시 수지구 죽전동 1373번지 내대지마을힐스테이트,16879,031-308-0310,2005-06-15,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.33101398,127.1287937
용인시,내수곡경로당,15,경기도 용인시 처인구 백암면 삼백로901번길 26,경기도 용인시 처인구 백암면 근삼리 101-1번지,17181,031-332-7557,2005-06-15,백암면사무소,백암면사무소,031-324-5800,,37.15048122,127.3657248
용인시,내어둔 경로당(운학3리새마을회),22,경기도 용인시 처인구 운학로 116-4,경기도 용인시 처인구 운학동 150-1번지,17141,031-334-8644,1995-01-01,동부동주민센터,동부동주민센터,031-324-5987,,37.20388978,127.2568731
용인시,내창경로당,37,경기도 용인시 처인구 백암면 가창로85번길 10,경기도 용인시 처인구 백암면 가창리 757번지,17171,031-334-5154,1997-12-16,백암면사무소,백암면사무소,031-324-5800,,37.19380569,127.358949
용인시,노동경로당,40,경기도 용인시 처인구 백암면 근곡로 36,경기도 용인시 처인구 백암면 근곡리 399번지,17173,031-333-4458,1998-10-01,백암면사무소,백암면사무소,031-324-5800,,37.17408734,127.3541385
용인시,농서동경로당,22,경기도 용인시 기흥구 농서로153번길 9-8,경기도 용인시 기흥구 농서동 111-1번지,17114,031-286-4160,1980-12-10,서농동주민센터,서농동주민센터,031-324-6692,,37.22324696,127.0814717
용인시,늘푸른오스카빌A경로당,25,,경기도 용인시 처인구 삼가동 552번지 행정타운늘푸른오스카빌,17091,031-332-1288,2005-01-04,역삼동주민센터,역삼동주민센터,031-324-5930,,37.23801883,127.1723759
용인시,능원1리남자경로당,24,경기도 용인시 처인구 모현읍 충렬로 8,경기도 용인시 처인구 모현읍 능원리 158-2번지,16884,031-332-1137,2004-01-06,모현읍사무소,모현읍사무소,031-324-5600,,37.34056442,127.1723804
용인시,능원1리여자경로당,28,경기도 용인시 처인구 모현읍 충렬로10번길 6,경기도 용인시 처인구 모현읍 능원리 161번지,16884,031-332-1137,2005-06-11,모현읍사무소,모현읍사무소,031-324-5600,,37.34084362,127.17246
용인시,능원2리경로당,34,,경기도 용인시 처인구 모현읍 능원리 404번지,16886,031-339-1176,2005-06-19,모현읍사무소,모현읍사무소,031-324-5600,,37.32554234,127.1738472
용인시,능원3리경로당,20,경기도 용인시 처인구 모현읍 능곡로56번길 26,경기도 용인시 처인구 모현읍 능원리 249번지,16886,031-332-0566,2005-06-18,모현읍사무소,모현읍사무소,031-324-5600,,37.33501339,127.1790706
용인시,당하경로당,29,경기도 용인시 처인구 남사면 당하로71번길 14-1,경기도 용인시 처인구 남사면 북리 182-6번지,17118,031-334-4963,1998-05-14,남사면사무소,남사면사무소,031-324-5650,,37.14844882,127.1504401
용인시,대대3리 경로당,23,경기도 용인시 처인구 양지면 한터로662번길 75,경기도 용인시 처인구 양지면 대대리 683-1번지,17155,,1993-06-03,양지면사무소,양지면사무소,031-324-5850,,37.25471369,127.2785055
용인시,대대4리경로당,27,경기도 용인시 처인구 양지면 대대로53번길 18,경기도 용인시 처인구 양지면 대대리 133-1번지,17039,031-332-3692,2008-12-17,양지면사무소,양지면사무소,031-324-5850,,37.26755181,127.2632536
용인시,대림(아) 경로당,41,경기도 용인시 기흥구 이현로29번길 86-5,경기도 용인시 기흥구 보정동 911-5번지 e편한세상대림아파트 대림(아),16931,031-261-2822,2004-11-03,보정동주민센터,보정동주민센터,031-324-6775,,37.30018229,127.0985827
용인시,대명레이크빌경로당,21,,경기도 용인시 기흥구 영덕동 946번지 청현마을대명레이크빌,17095,031-275-0768,2005-01-27,영덕동주민센터,영덕동주민센터,031-324-6819,,37.26543447,127.0924961
용인시,대우아파트경로당,24,,경기도 용인시 기흥구 상하동 296번지,16996,031-285-0263,1997-12-12,상하동주민센터,상하동주민센터,031-324-6785,,37.26282846,127.141385
용인시,대우푸르지오 경로당,50,,경기도 용인시 수지구 동천동 910번지 102동 1층 대우푸르지오 경로당,,031-272-3317,2004-02-11,동천동주민센터,동천동주민센터,031-324-8711,,,
용인시,대우현대아파트경로당,32,,경기도 용인시 기흥구 상갈동 461번지 금화마을대우현대1단지아파트,17072,031-307-9105,2002-01-05,상갈동주민센터,상갈동주민센터,031-324-6655,,37.26468117,127.1099128
용인시,대주한신(아) 경로당,27,,경기도 용인시 수지구 죽전동 453-1번지 대주한신아파트,16872,031-262-4552,1998-06-17,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.32795765,127.1125749
용인시,대지마을 롯데,35,,경기도 용인시 수지구 죽전동 1115번지 도담마을롯데캐슬,16873,031-304-0079,2003-04-25,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.32842259,127.116378
용인시,대지마을 중앙하이츠빌(아)경로당,35,,경기도 용인시 수지구 죽전동 1112번지 대지마을중앙하이츠빌,16871,031-272-9128,2000-05-01,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.33253982,127.1168243
용인시,덕은경로당,23,경기도 용인시 처인구 백암면 황새울로43번길 2,경기도 용인시 처인구 백암면 석천리 293번지,17182,,2002-12-30,백암면사무소,백암면사무소,031-324-5800,,37.11042902,127.3718115
용인시,도담마을 대우푸르지오(아)경로당,34,,경기도 용인시 수지구 죽전동 1275번지 도담마을푸르지오,16874,031-898-1724,2005-05-04,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.32398199,127.1148821
용인시,도담마을 아이파크(아) 경로당,24,,경기도 용인시 수지구 죽전동 331번지 도담마을아이파크,16873,031-262-9301,1999-12-02,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.32920514,127.117767
용인시,도담마을 죽전파크빌(아)경로당,23,,경기도 용인시 수지구 죽전동 339번지 도담마을죽전파크빌,16873,031-262-0656,1998-03-17,죽전1동주민센터,죽전1동주민센터,031-324-8667,,37.32751262,127.1163202
용인시,도창경로당,33,경기도 용인시 처인구 양지면 도창로 33,경기도 용인시 처인구 양지면 평창리 640-40번지,17163,031-336-3253,1991-11-18,양지면사무소,양지면사무소,031-324-5850,,37.21752722,127.3219488
용인시,도현마을 현대(아)경로당,38,,경기도 용인시 기흥구 신갈동 165번지 도현마을현대아이파크아파트,16962,031-307-6540,2002-11-08,신갈동주민센터,신갈동주민센터,031-324-6611,,37.28571125,127.1097959
용인시,독성1리 하사경로당,23,경기도 용인시 처인구 원삼면 하사로 69,경기도 용인시 처인구 원삼면 독성리 271번지,17168,,2008-12-18,원삼면사무소,원삼면사무소,031-324-5750,,37.1656187,127.3185105
용인시,독성2리 성리경로당,20,경기도 용인시 처인구 원삼면 백원로46번길 16,경기도 용인시 처인구 원삼면 독성리 415번지,17170,031-334-8797,2000-05-22,원삼면사무소,원삼면사무소,031-324-5750,,37.15764511,127.3216407
용인시,독성3리 야광경로당,28,경기도 용인시 처인구 원삼면 이원로1116번길 68-7,경기도 용인시 처인구 원삼면 독성리 739-2번지,17168,031-333-5852,2005-06-20,원삼면사무소,원삼면사무소,031-324-5750,,37.15650383,127.3102547
용인시,동림1리경로당,31,경기도 용인시 처인구 모현읍 문형동림로 77,경기도 용인시 처인구 모현읍 동림리 211-6번지,16888,031-339-0997,2005-06-12,모현읍사무소,모현읍사무소,031-324-5600,,37.33639627,127.1937095
용인시,동림2리경로당,21,경기도 용인시 처인구 모현읍 왕림로50번길 31,경기도 용인시 처인구 모현읍 동림리 산7-25번지,16884,031-337-1380,2014-05-01,모현읍사무소,모현읍사무소,031-324-5600,,37.34211656,127.182958
용인시,동림3리경로당,15,경기도 용인시 처인구 모현읍 되치미길 22-6,경기도 용인시 처인구 모현읍 동림리 124-1번지,16884,031-333-0119,2005-06-15,모현읍사무소,모현읍사무소,031-324-5600,,37.34168047,127.1966456
용인시,동림4리경로당,50,경기도 용인시 처인구 모현읍 왕림로50번길 12-4,경기도 용인시 처인구 모현읍 동림리 45-2번지,16884,031-334-2223,2005-06-14,모현읍사무소,모현읍사무소,031-324-5600,,37.34262437,127.180815
용인시,동막경로당,39,경기도 용인시 처인구 남사면 서촌로97번길 47-1,경기도 용인시 처인구 남사면 통삼리 849번지,17118,031-334-9722,1974-02-10,남사면사무소,남사면사무소,031-324-5650,,37.14034154,127.1247741
용인시,동문(아)경로당,20,,경기도 용인시 수지구 풍덕천동 690번지 동문아파트,16820,031-261-8005,1995-04-20,풍덕천1동주민센터,풍덕천1동주민센터,031-324-8611,,37.32884075,127.0908788
용인시,동문3차아파트 경로당,50,,경기도 용인시 수지구 동천동 858번지 동천마을동문굿모닝힐3차아파트,16823,031-272-6158,2002-05-29,동천동주민센터,동천동주민센터,031-324-8711,,37.33811918,127.0936092
용인시,동문굿모닝힐 경로당,22,,경기도 용인시 기흥구 동백동 689번지 해든마을동문굿모닝힐,16993,031-289-9265,2008-04-15,동백동주민센터,동백동주민센터,031-324-6750,,37.28035093,127.1509114
용인시,동문굿모닝힐6차 경로당,22,경기도 용인시 수지구 동천로 53,경기도 용인시 수지구 동천동 913번지 관리사무소 1층 동문6차 경로당,16826,031-265-0036,2008-07-23,동천동주민센터,동천동주민센터,031-324-8711,,37.33998131,127.0974031
용인시,동문그린아파트 경로당,20,,경기도 용인시 수지구 동천동 400-1번지 동문그린아파트,16824,,1999-03-29,동천동주민센터,동천동주민센터,031-324-8711,,37.33931817,127.0927756
용인시,동백동원로얄듀크(아)노인회 경로당,23,,경기도 용인시 기흥구 동백동 683번지 동원마을동원로얄듀크,16993,031-289-9223,2008-04-30,동백동주민센터,동백동주민센터,031-324-6750,,37.27974068,127.1489369
용인시,동보(아)경로당,34,,경기도 용인시 수지구 풍덕천동 703번지 수지마을동보아파트,16832,031-262-0996,1995-09-27,풍덕천1동주민센터,풍덕천1동주민센터,031-324-8611,,37.32567262,127.0980509
용인시,동보2차아파트 경로당,35,,경기도 용인시 수지구 상현동 1번지 만현마을동보2차아파트,16929,,,상현2동주민센터,상현2동주민센터,031-324-8751,,37.31326469,127.0873298
