시군명,서비스구분명,기관명,도로명주소,지번주소,우편번호,전화번호,팩스번호,비고,WGS84위도,WGS84경도
의정부시,노인돌봄종합서비스,주은노인재가센터,경기도 의정부시 평화로536번길 6,경기도 의정부시 의정부동 195-4번지 3층,11695,031-847-0022,031-847-6705,,37.73954418,127.0478767
평택시,노인돌봄종합서비스,중부노인돌봄센터,경기도 평택시 고덕면 방축4길 58,경기도 평택시 고덕면 방축리 529-2번지,17821,070-7720-3442,070-8611-3838,,37.01716,127.0422335
화성시,노인돌봄종합서비스,중앙노인복지센터,경기도 화성시 우정읍 버들로88번길 18,경기도 화성시 우정읍 조암리 493-2번지,18563,070-9992-0336,070-8659-0336,,37.08059353,126.8074793
수원시,노인돌봄종합서비스,즐거운 요양센터,경기도 수원시 권선구 금곡로140번길 29,경기도 수원시 권선구 금곡동 1095번지 휴먼시아8단지 상가동 207호,16387,031-247-7778,031-227-7793,,37.27273546,126.9469255
고양시,노인돌봄종합서비스,지성실버케어노인복지센터,경기도 고양시 덕양구 혜음로 103,경기도 고양시 덕양구 고양동 444-1번지 신성프라자 3층 302호,10272,031-963-3385,031-964-3380,,37.70951624,126.9014746
군포시,노인돌봄종합서비스,진영노인재가복지센터,경기도 군포시 고산로724번길 20,경기도 군포시 산본동 80-4번지,15806,031-392-4135,031-392-4136,,37.37294264,126.9384855
연천군,노인돌봄종합서비스,참사랑 방문요양센터,경기도 연천군 군남면 군남로 89,경기도 연천군 군남면 진상리 633-8번지,11007,031-833-7544,031-833-7544,,38.05785948,127.0216708
동두천시,노인돌봄종합서비스,참사랑노인돌봄서비스센터,경기도 동두천시 동두천로 13,경기도 동두천시 송내동 695-2번지 우진프라자 302호,11354,031-865-8879,031-866-8878,,37.88271995,127.0538973
광명시,노인돌봄종합서비스,참사랑노인복지센터,경기도 광명시 광명로888번길 15,경기도 광명시 광명동 158-565번지 2층,14263,02-2688-6045,02-2688-0277,,37.47768222,126.8555722
고양시,노인돌봄종합서비스,참사랑재가센터,경기도 고양시 덕양구 통일로768번길 24-2,경기도 고양시 덕양구 관산동 181-50번지 1층,10285,031-962-8275,031-963-5588,,37.68856876,126.8657338
수원시,노인돌봄종합서비스,참소망노인복지센터,경기도 수원시 팔달구 중부대로 71,경기도 수원시 팔달구 지동 118-4번지 2층,16246,031-221-0019,031-226-3693,,37.2761796,127.0246996
김포시,노인돌봄종합서비스,천사요양재가센타,경기도 김포시 김포대로 841,경기도 김포시 사우동 924번지 7층,10110,031-998-5153,031-983-1243,,37.61943927,126.7199711
의왕시,노인돌봄종합서비스,청계효나눔재가센터,경기도 의왕시 양지편2로 7,경기도 의왕시 청계동 990-2번지 청송빌딩 105호,16009,070-4324-0170,070-4855-0170,,37.38994401,126.9954178
부천시,노인돌봄종합서비스,큰나무노인주간보호센터,경기도 부천시 길주로561번길 13,경기도 부천시 여월동 239번지 17호,14479,032-678-2966,032-678-2965,,37.50751196,126.8047999
파주시,노인돌봄종합서비스,큰맘방문요양센터,경기도 파주시 동패로 98,경기도 파주시 동패동 1752번지 상가동 204호,10905,031-957-1258,050-4020-0187,,37.71153916,126.7408741
광주시,노인돌봄종합서비스,태전재가복지센터,경기도 광주시 고불로 61,경기도 광주시 태전동 267-1번지 203호,12785,031-765-3728,070-4300-3728,,37.39261615,127.231174
파주시,노인돌봄종합서비스,파주아가마지(주식회사행복더하기),경기도 파주시 가나무로 143,경기도 파주시 금릉동 211-5번지 매트로프라자I 203호,10922,031-949-3670,031-945-8902,,37.75430896,126.7810972
평택시,노인돌봄종합서비스,평택돌봄사회서비스센터(주),경기도 평택시 자유로8번길 31,경기도 평택시 합정동 731-16번지 2층,17909,031-618-4788,031-656-4788,,36.99188543,127.09159
평택시,노인돌봄종합서비스,평택온누리요양센터,경기도 평택시 평택로 60-1,경기도 평택시 평택동 62-17번지 2층,17911,031-618-9782,031-618-9783,,36.99261017,127.0862326
평택시,노인돌봄종합서비스,평택합정재가요양복지센터,,경기도 평택시 합정동 829번지 평택합정재가요양복지센터,17912,031-651-7552,031-651-7556,,36.98980464,127.0906665
의정부시,노인돌봄종합서비스,포근한방문요양센터,경기도 의정부시 가능로 22,경기도 의정부시 가능동 722-20번지 준희빌딩 2층,11661,031-878-5901,031-878-5902,,37.74637809,127.0332897
평택시,노인돌봄종합서비스,포승재가방문요양센터,경기도 평택시 포승읍 여술로43번길 18,경기도 평택시 포승읍 도곡리 1109번지 포승삼부르네상스2단지 상가동 120호,17954,031-686-5502,031-686-5503,,36.99077159,126.8474739
포천시,노인돌봄종합서비스,포천나눔의집돌봄센터,경기도 포천시 신북면 중앙로207번길 23,경기도 포천시 신북면 가채리 815-10번지,11140,031-535-1044,031-534-7122,,37.90469153,127.206083
포천시,노인돌봄종합서비스,포천노인복지센터,경기도 포천시 자작로 9,경기도 포천시 자작동 226-11번지,11158,031-534-8880,031-534-8878,,37.86822571,127.1753888
포천시,노인돌봄종합서비스,하나실버복지센터,경기도 포천시 영중면 사은다리길 19,경기도 포천시 영중면 양문리 846-1번지,11129,031-533-1626,031-533-8626,,38.00354542,127.2419016
하남시,노인돌봄종합서비스,하남노인복지센터,경기도 하남시 신장1로21번길 47,경기도 하남시 신장동 427-346번지 3층,12958,031-794-1191,031-794-1291,,37.53915245,127.2075649
하남시,노인돌봄종합서비스,하남요양가정방문센터,경기도 하남시 하남대로 853,경기도 하남시 덕풍동 309-80번지 2층,12966,031-792-7214,031-792-5056,,37.54304309,127.2032531
안성시,노인돌봄종합서비스,하늘사랑재가노인복지센터,경기도 안성시 죽산면 죽주로 252,경기도 안성시 죽산면 죽산리 435-7번지 1층,17519,031-676-2427,031-677-2427,,37.0747658,127.4231645
수원시,노인돌봄종합서비스,한국치료활동복지센터,경기도 수원시 팔달구 경수대로 459,경기도 수원시 팔달구 인계동 979-3번지 현대빌딩 306호,16480,031-8001-0838,031-8001-0838,,37.26721406,127.0263091
파주시,노인돌봄종합서비스,한나노인복지센터,경기도 파주시 광탄면 혜음로 1123,경기도 파주시 광탄면 신산리 371-20번지,10948,031-953-4766,031-948-4936,,37.78147934,126.8471728
부천시,노인돌봄종합서비스,한마음복지센터,경기도 부천시 부천로103번길 26,경기도 부천시 심곡동 100-4번지 라이프타운 201호,14577,032-651-0238,032-613-0238,,37.49381523,126.7834642
포천시,노인돌봄종합서비스,한마음재가복지센터,경기도 포천시 신북면 삼성당4길 24-97,경기도 포천시 신북면 삼성당리 43-1번지,11136,031-533-5553,070-8220-9660,,37.95721444,127.2118259
여주시,노인돌봄종합서비스,한마음재가복지센터,경기도 여주시 대신면 여양로 1466,경기도 여주시 대신면 율촌리 376번지,12610,031-886-0515,031-883-8792,,37.37398595,127.5853117
구리시,노인돌봄종합서비스,한마음재가센터,경기도 구리시 원수택로25번길 6-5,경기도 구리시 수택동 437-27번지 1층,11933,031-556-1425,031-556-1425,,37.59481475,127.1391785
부천시,노인돌봄종합서비스,한빛방문요양센터,경기도 부천시 부천로 235,경기도 부천시 춘의동 122-1번지 형제빌딩 3층,14528,032-683-6830,032-671-6701,,37.5049837,126.7862702
동두천시,노인돌봄종합서비스,한사랑노인돌봄서비스센터,경기도 동두천시 삼육사로 982,경기도 동두천시 생연동 369-14번지,11357,031-857-1991,031-857-1992,,37.89879941,127.0587291
고양시,노인돌봄종합서비스,한사랑재가요양센터,경기도 고양시 덕양구 솔밭2길 7-8,경기도 고양시 덕양구 원흥동 648-5번지 1층,10560,031-973-7411,031-973-7421,,37.65229663,126.8744241
의왕시,노인돌봄종합서비스,한사랑재가장기요양센터,경기도 의왕시 동부시장3길 43,경기도 의왕시 내손동 664번지 101호,16019,031-425-7888,031-426-4888,,37.39060953,126.9843399
김포시,노인돌봄종합서비스,한사랑재가장기요양센터,경기도 김포시 양촌읍 양곡1로 56,경기도 김포시 양촌읍 양곡리 419-11번지 충남빌딩 가동 205호,10059,031-998-7573,031-998-7536,,37.65548638,126.6234533
광주시,노인돌봄종합서비스,한사랑재가장기요양센터,경기도 광주시 송정로 69,경기도 광주시 송정동 580번지 나산아파트 상가 301호,12744,031-768-9191,031-768-9192,,,
부천시,노인돌봄종합서비스,한아름재가방문센터,경기도 부천시 경인로 62,경기도 부천시 송내동 396-1번지 송내메디컬빌딩 6층 602호,14728,032-322-0036,032-321-1161,,37.48334921,126.7621373
연천군,노인돌봄종합서비스,한아름재가복지센터,경기도 연천군 연천읍 지혜로117번길 13-17,경기도 연천군 연천읍 차탄리 253-20번지,11015,031-832-8530,031-834-8531,,38.09527475,127.0693889
화성시,노인돌봄종합서비스,한우리재가복지센터,경기도 화성시 10용사로 284,경기도 화성시 능동 1041번지 송골마을 우남퍼스트빌 아파트 상가동 2층 202호,18418,031-238-4959,031-238-4958,,37.1984408,127.0481394
군포시,노인돌봄종합서비스,한울재가노인복지센터,경기도 군포시 금산로 100,경기도 군포시 산본동 213-9번지 304호,15806,031-392-5181,031-392-5183,,37.37080632,126.9368165
구리시,노인돌봄종합서비스,해바라기재가복지센터,경기도 구리시 안골로56번길 39,경기도 구리시 수택동 437-57번지 1층,11933,031-567-2454,031-568-2454,,37.59553691,127.1379795
연천군,노인돌봄종합서비스,행복나눔재가복지센터,경기도 연천군 전곡읍 전은길 20,경기도 연천군 전곡읍 전곡리 386-1번지 2호,11025,031-832-0808,031-832-2002,,38.03178672,127.0714159
김포시,노인돌봄종합서비스,행복드림 재가 노인복지센터,경기도 김포시 통진읍 서암로131번길 50,경기도 김포시 통진읍 서암리 807-1번지 세종개나리빌라 402호,10016,031-989-9411,031-989-9412,,37.69659758,126.5991382
고양시,노인돌봄종합서비스,행복드림요양센터,경기도 고양시 덕양구 성신로 22,경기도 고양시 덕양구 화정동 1145번지 백년프라자 208호,10503,031-979-0827,050-5364-9999,,37.62750063,126.8309556
연천군,노인돌봄종합서비스,행복방문요양센터,,경기도 연천군 전곡읍 전곡리 263-11번지 조흥아파트 조흥상가 101호동,11038,031-835-1549,031-832-1544,,38.01828254,127.0705606
군포시,노인돌봄종합서비스,행복재가노인요양기관,경기도 군포시 당산로 218,경기도 군포시 산본동 236-18번지 2층,15811,031-393-4796,031-393-4795,,37.36955533,126.9394028
포천시,노인돌봄종합서비스,행복재가요양센터,,경기도 포천시 영중면 양문로8길  42220,,031-534-9932,031-534-9942,,,
의왕시,노인돌봄종합서비스,행복재가장기요양센,경기도 의왕시 찬우물1길 20,경기도 의왕시 오전동 844-13번지,16055,031-451-0708,031-459-1677,,37.35394447,126.970974
양주시,노인돌봄종합서비스,행복한노인복지센터,경기도 양주시 고암길 208,경기도 양주시 고암동 580-8번지 골드프라자 201호,11454,031-858-8417,031-696-5072,,37.83483361,127.0741187
포천시,노인돌봄종합서비스,현대재가노인복지센터,,경기도 포천시 신읍동 3번지 3호,11144,031-531-8871,031-532-8871,,37.90224675,127.2079637
여주시,노인돌봄종합서비스,현대케어복지센터,경기도 여주시 세종로58번길 12,경기도 여주시 창동 158-19번지,12627,031-886-7572,031-886-7524,,37.29274375,127.6342158
화성시,노인돌봄종합서비스,화성재가복지센터 효담채,경기도 화성시 효행로 1076-8,경기도 화성시 병점동 845-2번지 한마음프라자 603호,18405,031-647-6516,070-8224-8946,,37.21457971,127.0445551
의정부시,노인돌봄종합서비스,효노인돌봄센터,경기도 의정부시 둔야로 60,경기도 의정부시 가능동 749-33번지 1층,11671,031-826-0400,031-829-0400,,37.74109665,127.039743
포천시,노인돌봄종합서비스,효드림노인복지센터,경기도 포천시 소흘읍 태봉로 126,경기도 포천시 소흘읍 송우리 729-11번지 고운마을주공아파트 2층 201호,11177,031-533-2211,031-533-3322,,37.82822514,127.1403108
광명시,노인돌봄종합서비스,효드림방문요양센터,경기도 광명시 오리로366번길 3,경기도 광명시 소하동 1242-8번지 용성빌딩 3층 304호,14327,02-897-3230,02-897-3530,,37.43521882,126.8798128
여주시,노인돌봄종합서비스,효사랑방문요양센터,경기도 여주시 여흥로47번길 4-8,경기도 여주시 하동 137-3번지,12623,031-881-3571,031-881-3561,,37.29776901,127.6295773
화성시,노인돌봄종합서비스,효사랑방문요양센터,경기도 화성시 병점중앙로170번길 23,경기도 화성시 진안동 868-1번지 호정빌딩 3층 303호,18399,031-890-6587,031-891-6587,,37.21369012,127.0369501
안성시,노인돌봄종합서비스,효사랑재가노인복지센터,경기도 안성시 고수2로 24,경기도 안성시 당왕동 462-1번지 태영아파트 2층 202호,17571,031-673-7563,031-673-7562,,37.01524128,127.2589856
가평군,노인돌봄종합서비스,효사랑재가노인복지센터,경기도 가평군 청평면 잠곡로 14,경기도 가평군 청평면 청평리 413-5번지,12453,031-581-6661,031-581-6663,,37.736715,127.4201734
수원시,노인돌봄종합서비스,효사랑재가복지센터,경기도 수원시 장안구 만석로159번길 68-6,경기도 수원시 장안구 파장동 495-22번지 2층,16351,031-252-3577,031-252-3578,,37.30450968,126.9967008
화성시,노인돌봄종합서비스,효인주간보호센터,경기도 화성시 남양읍 남양시장로 105,경기도 화성시 남양읍 남양리 1276-5번지 덕왕빌딩 3층,18258,031-366-7166,031-366-7167,,37.21102264,126.8204706
고양시,노인돌봄종합서비스,효자손요양서비스,경기도 고양시 일산동구 산황로 222-11,경기도 고양시 일산동구 산황동 560번지,10453,031-971-8180,031-812-0187,,37.64910315,126.8061241
연천군,노인돌봄종합서비스,희망노인복지센터,경기도 연천군 전곡읍 온골로 7,경기도 연천군 전곡읍 전곡리 266-26번지 3층,11038,031-832-0510,031-832-0511,,38.02209364,127.0701427
파주시,노인돌봄종합서비스,희망복지센,경기도 파주시 번영로 46-26,경기도 파주시 금촌동 519-5번지,10913,031-942-4386,031-942-4389,,37.75822878,126.7675134
화성시,노인돌봄종합서비스,희망재가노인복지센터,경기도 화성시 효행로 241,경기도 화성시 기안동 338-3번지 남수원시티프라자 기안동 2층 212호,18337,031-898-9214,031-898-9215,,37.22599021,126.9723126
양평군,노인돌봄종합서비스,희원노인간호센터 부설 주야간보호센터,경기도 양평군 양서면 용담2길 9-6,경기도 양평군 양서면 용담리 540-5번지 2층,12584,031-774-4786,031-774-4784,,37.54312896,127.3236027
